email_custom_domain,same_email_domain_count,projects_count,strings_count,members_count,has_private_project,same_login_and_project_name,days_after_last_login,country,purchase
0,480,16,48,727,1,WXierJHKCa,67,Ukraine,0
0,203,7,88,321,0,nKyzqlAeTt,51,Italy,0
0,293,7,23,744,1,ObURfVlcaQ,52,USA,0
1,237,59,62,721,0,zsQcJXLtxv,60,Germany,1
1,45,31,52,228,1,zyPLbjgFUa,79,China,1
1,334,67,68,400,0,IwDpRJTCtK,35,USA,0
1,322,30,59,289,0,UoYkGhINSL,72,China,0
1,513,53,2,907,1,PsoLNWjTKn,55,France,0
1,905,76,33,203,1,oOKWZXkVGB,11,Polland,0
0,640,28,32,128,0,vaBICrwfVn,64,USA,0
0,922,25,59,671,1,BKYuhNdZPy,42,Polland,1
0,317,10,27,824,1,QUsEuiyTnv,52,USA,1
1,55,21,92,579,1,xjNsGqwtDi,41,USA,1
1,4,59,9,149,1,yIbDzHYZPT,3,China,0
1,295,13,57,116,1,hVubJZpazO,81,France,0
1,338,56,19,481,0,xyJiNdZWza,90,Polland,1
1,420,24,58,37,1,NfKXYRyBcb,9,Ukraine,1
0,360,72,62,862,1,hrgOczSEvx,15,Japan,0
1,580,58,99,993,1,xwVFXejLPc,64,Japan,0
1,406,3,2,489,1,FgQJkBuMVO,81,USA,1
1,481,55,99,346,1,QgqmfUltCj,87,France,0
0,450,49,63,238,0,CQwjvVGpLW,72,China,1
0,215,48,65,468,0,taDVqyTjOM,91,Japan,0
0,697,22,57,496,1,bpMwntgzqR,56,Germany,0
1,432,21,43,321,0,epstiAncQx,24,"Saudi Arabia",1
1,714,84,60,201,0,WJoKrlxZwb,11,USA,0
1,246,23,34,458,1,eymMjloROW,46,Italy,0
1,569,100,33,503,0,EHsFpIafmt,28,Japan,1
0,998,74,12,481,1,xrgwnMOkjv,29,USA,0
1,390,42,62,991,1,ohLZIETGjH,1,China,0
0,517,54,67,761,0,HTqtsQmDCO,34,USA,1
1,14,31,77,489,1,TBwkDuKmFG,61,China,0
1,655,1,50,927,0,jBqJGRdFrQ,73,USA,1
0,641,86,20,903,0,efFXUEJLVK,7,Ukraine,0
0,894,93,72,803,1,nOesGmEuYS,34,"Saudi Arabia",1
1,120,98,43,697,1,cRkjEhntVD,58,USA,1
0,224,24,84,71,0,RZnSruWzlI,35,"Saudi Arabia",1
1,287,77,79,625,0,DkeuLKVnCB,11,Spain,1
0,762,90,60,820,0,gDfXCqLFHN,26,Ukraine,1
0,110,44,90,979,1,lLVHWrsoim,80,Japan,0
0,301,46,94,607,0,OkXZAjCHaE,4,Spain,1
0,962,62,92,781,1,pCfRFzJrUY,77,Spain,0
1,179,34,40,445,1,eTMcPxqRtF,64,Spain,0
1,212,32,30,701,1,GbohmFCDuY,40,Germany,1
1,231,15,53,234,1,EhPvGqCVui,3,USA,0
0,775,55,38,379,0,SAsQmcopGa,42,Ukraine,1
1,300,45,52,161,1,yZvmzdMLqV,0,China,0
0,349,84,87,754,1,dCoJNImgTP,55,Japan,1
1,902,62,71,124,0,kugSvaDGRB,32,USA,1
1,208,71,30,448,0,CsiTJfrHRM,31,USA,0
1,456,69,62,835,1,mrJdZtYsxT,53,"Saudi Arabia",1
0,689,42,25,244,1,xLbOvmDpFj,1,Italy,1
1,188,1,46,734,1,nSvbygWJEx,56,USA,0
1,311,40,39,716,1,taxlQLnTMe,32,China,0
1,970,76,60,492,0,UMExpPgVJF,96,USA,1
1,379,99,36,513,1,UyXMkYTPrm,59,USA,0
0,645,27,73,724,0,rFcRTuwVIj,59,USA,1
0,912,33,93,471,0,WhXFBqCTeE,33,Spain,0
1,161,82,24,184,0,LnKrpdFogX,66,Germany,1
0,306,39,82,894,1,MczKOWkgvt,25,Italy,0
0,880,62,74,177,1,TkBZhMQLlP,13,USA,0
1,947,28,92,165,0,xsjNMwWOBt,67,USA,1
0,816,54,61,489,0,nIQqwvJBXm,89,USA,0
1,773,29,8,663,1,WySORUwFlz,86,Polland,0
1,876,19,96,598,1,xPiHpRFGeq,71,Japan,0
0,379,37,99,987,1,AkZawhNHiR,28,USA,1
0,299,7,45,720,0,KOSdPlpUAG,85,Polland,1
1,760,64,4,109,0,RLeadvDuoO,88,Japan,1
0,106,43,58,685,0,zekpfXdcrH,84,France,1
1,820,20,73,182,1,AcvjkxOeDq,50,France,0
1,645,14,77,889,0,mhwYSqjRZu,11,China,0
0,801,61,86,516,1,DKEVnHBwMf,77,Germany,0
1,968,72,96,599,1,eMAnrpkxtD,26,China,0
1,732,91,93,129,1,GZvzXirNsn,47,Ukraine,0
1,484,47,51,699,1,wMzIkOpyHu,67,China,0
1,167,16,42,730,1,FkrWASNMhK,22,China,1
1,157,42,53,726,0,LByzVZhOid,13,Germany,0
0,201,49,82,853,1,yUJjcaClOI,99,USA,1
1,174,77,66,43,0,XIjGLPTpDv,41,"Saudi Arabia",1
0,942,39,15,648,0,OlzIcaLAxd,76,"Saudi Arabia",1
1,214,79,58,627,1,EyMRHVQbGl,67,"Saudi Arabia",1
0,300,83,47,13,1,gTDWBMmxbe,14,USA,1
1,508,70,33,451,0,yLHxBeOqnY,12,"Saudi Arabia",0
0,806,38,86,73,0,GQfzFMStNC,42,USA,0
0,981,72,10,778,0,mQvVGcyAdF,96,Polland,1
1,864,12,33,635,0,yVsrZXtwvb,14,Germany,1
1,64,97,53,951,1,nmOQIRGzbN,53,USA,1
1,610,51,12,89,0,vHVlndEtwq,45,Japan,0
1,888,35,19,995,1,PIGJstUXoc,31,USA,1
1,635,53,42,450,0,kKJQBqUFfz,85,China,0
1,287,26,18,797,1,BYMUdlQGRH,79,Japan,0
1,58,95,27,553,1,BSykGpMNeQ,18,USA,1
0,750,85,5,884,0,dNOXKiVHfD,64,Polland,0
1,489,96,11,675,1,StpVAonWyZ,17,USA,1
0,122,64,11,198,1,SGbMUxYTmP,32,Japan,0
1,79,8,99,940,0,DEhvaAKrjs,79,Germany,1
0,878,77,6,784,1,mpaGDjYKWv,64,Japan,0
1,543,69,55,988,1,CbIcVxPXQj,47,USA,1
0,987,82,65,237,0,tOCNauZkxr,7,USA,0
1,460,83,57,489,1,sYAESRXzKM,85,"Saudi Arabia",0
1,926,38,9,961,1,qLlPZvCbiE,38,Italy,0
0,611,3,82,594,1,yZUMHKcLRT,39,USA,1
1,452,3,60,394,1,FPCfzMJvrk,27,USA,1
1,688,38,57,117,0,FZbirnYUyV,94,Spain,1
0,723,51,47,187,1,wRpijXtnCP,12,"Saudi Arabia",1
1,346,40,16,492,1,LPSYEtybAj,85,Italy,1
1,766,20,10,879,1,AoRGkHrmwF,47,Japan,0
0,88,72,95,635,0,cbHmSifTAE,38,USA,0
1,575,91,44,110,1,JidaxQIcBP,26,Italy,1
0,935,91,88,60,1,BXGRhpKqHe,90,Germany,1
1,411,18,86,662,1,mKpJWHikEt,45,Ukraine,0
1,193,57,8,564,0,RGSwkfQzUH,2,USA,1
1,440,99,27,773,1,fuWagPdHYA,47,USA,1
1,135,89,15,860,1,pBbPTCkZGv,5,Germany,1
1,184,90,99,974,1,nDaUOrFCER,58,USA,1
0,989,71,12,526,1,KDsyBjfCXx,95,Polland,1
1,666,23,93,860,1,ciNbFsKBVC,98,China,1
0,999,33,2,424,0,RnKDGcQFdg,94,Germany,0
1,371,51,35,451,0,SXfmrVZECH,46,USA,1
1,280,58,26,309,0,GkSEhXMLmb,59,USA,0
1,685,13,25,950,0,BNzITiGVhQ,76,USA,0
0,409,24,59,110,0,qciMEltFpJ,62,Germany,0
0,19,20,34,791,0,LtaHpljxIQ,11,USA,1
0,89,18,76,692,0,lmXOWAtwSB,52,USA,1
1,601,68,38,676,1,XWgLqQISOb,22,Italy,0
0,452,4,7,902,1,DCGOKNlpIf,12,China,1
0,623,58,6,413,0,jnCQhleUON,57,"Saudi Arabia",1
0,42,50,48,91,0,DMHufFseTY,29,USA,1
0,517,6,35,376,0,MtoFUAZSLV,47,USA,1
0,539,77,71,477,1,FiDenksJSd,87,Spain,1
0,437,67,58,86,0,CNXfuRysgb,99,Japan,0
0,989,27,90,556,1,mLJFzhuXoR,28,Japan,0
0,110,93,80,636,0,OuDfxiPgMz,28,Spain,1
1,700,51,3,147,0,wOIfTGNbEK,62,Spain,0
1,307,58,6,293,1,WBjiIovwAY,53,"Saudi Arabia",1
1,147,93,90,983,0,XhwBzsItCv,10,Polland,0
0,222,34,77,661,1,ZCugFRIqNk,38,Japan,1
1,306,37,94,482,0,HyCfZPpeKh,46,Ukraine,1
1,912,5,13,377,1,icQUjlJbwN,4,Polland,0
1,499,42,55,269,0,WpdBaGQnwx,18,Spain,1
0,757,86,26,483,1,uIUdKPSDAV,51,Polland,0
1,171,54,65,406,1,mHbfnFIYrj,51,Germany,1
1,581,99,57,720,1,ebADfmhqMu,68,Germany,1
0,950,18,32,535,1,TRypwNZnYv,85,Polland,0
0,498,32,96,541,1,LDMQFlbuNC,45,USA,0
1,2,37,72,293,1,FTcYQJVzEo,43,Spain,0
0,322,92,43,643,0,BgiUjDAtMd,80,"Saudi Arabia",1
0,668,77,71,198,1,YAueJHhatj,100,Spain,1
0,613,7,39,816,1,DnNBtZxdFw,74,France,0
1,961,88,44,435,0,eLFXzPyVhM,31,USA,0
1,868,86,11,557,1,tqMgyCJbvp,4,China,1
1,200,88,56,390,1,lTISvUHnhe,11,USA,1
1,591,87,72,367,0,FPfZCOaYWK,86,Spain,0
1,34,61,74,766,0,xaQGptULId,27,Polland,0
0,932,88,76,691,0,gluQVbsyYZ,52,Japan,0
0,620,22,32,736,0,lodskbKOeT,70,China,0
0,466,87,21,583,1,znNojeBCRv,43,USA,1
1,998,45,34,48,0,zIkYvwfSVn,13,Polland,1
1,692,41,34,908,1,CWSRObqlzI,79,France,1
1,616,82,30,818,1,RopAyHCUjd,1,Japan,0
0,320,27,70,149,1,pxBKPgTyDk,96,China,0
0,243,13,72,671,1,kVuANYtEQK,58,USA,1
0,181,67,66,725,1,dBQFNEjUxh,36,France,0
0,380,86,68,859,0,oVqKwRvrgf,2,USA,0
1,752,14,22,80,0,PFMyaRHXvj,62,Ukraine,0
0,2,14,88,658,1,KLUCqVkzlv,3,USA,1
1,761,20,61,633,1,bkeoMjnGqR,83,USA,0
1,212,73,11,185,1,xsAlYnPOgh,11,Spain,1
0,345,90,41,233,1,WeYzqRKIjN,29,"Saudi Arabia",1
1,704,47,49,866,0,SAqZVcGnMT,82,USA,1
1,573,81,77,464,0,mZXjxIMTNo,37,Italy,0
1,243,55,34,154,1,PenTaQXIVc,55,Japan,0
0,924,80,85,245,1,qeWpHaFZVA,93,China,0
0,758,3,66,955,0,fbLYkXnFEq,68,Germany,0
0,953,8,39,881,0,asigLBoQNS,15,Italy,0
1,880,85,81,145,1,SuHwIjaUqT,13,Italy,0
1,179,94,84,679,1,jmExOlbBiv,4,Spain,1
0,621,10,61,808,1,kwfQYvrexs,81,"Saudi Arabia",0
1,668,11,7,991,1,YxmytsaEOv,35,China,1
0,102,89,9,911,0,ElVdykwYcn,55,Spain,0
1,960,48,74,707,0,WnMhVUIJdr,73,Germany,1
0,684,39,88,976,1,ZcwNHfJtGS,8,USA,0
0,582,15,5,434,0,pwCiLUadNh,34,USA,1
0,277,62,34,620,0,yoHtJaTLid,38,Japan,0
1,701,73,12,547,1,PgWTNxwEBy,0,USA,1
1,358,20,90,542,0,JErfqhjciw,20,Germany,1
0,15,85,25,174,1,rogkFEsuAK,71,Spain,1
1,514,74,34,664,1,jkJxsUHuAF,19,USA,0
0,931,50,54,69,0,tXMBiwKRzU,36,USA,1
1,143,46,75,634,1,bnUaEsqZfK,62,"Saudi Arabia",1
0,504,33,62,718,0,RrtcfWBxNy,15,Germany,1
1,917,66,98,764,1,MbWAszFJhl,53,USA,1
0,805,51,89,744,0,hNvwPeCzHs,59,USA,1
0,52,48,25,426,1,PqMVaGzBCc,96,USA,1
1,173,19,77,939,0,BVjkGnhSIZ,33,USA,1
0,755,81,7,479,1,TsIBoQjpNm,52,Japan,0
0,259,39,12,989,0,KBdamZNIOW,76,Japan,0
1,368,25,30,732,0,gqoDjzMJxS,40,China,1
1,755,54,86,988,1,ZeaFLCzDbU,19,USA,0
0,715,83,71,173,0,QdBoiZDPtK,34,France,0
1,646,67,69,165,1,EobZLylIjk,49,USA,1
0,289,73,8,741,0,TnSwKVjaMN,48,Italy,1
0,220,82,72,313,0,zJRDdXFtgC,79,USA,1
0,198,71,77,501,1,UzWxleiRAB,61,Ukraine,1
1,926,27,19,464,1,ZMCPgnKslV,92,"Saudi Arabia",1
0,863,13,50,55,1,bMUWotjghQ,57,"Saudi Arabia",1
0,136,50,2,642,1,sRPkCXDqmd,41,Italy,0
0,685,27,67,541,0,nBbtsKJgax,47,USA,1
1,468,88,72,938,0,CpzDFRSkJT,9,"Saudi Arabia",1
0,526,26,43,217,1,xmWztlrQcB,75,Japan,1
0,409,14,59,47,1,cZLTkMFmNU,94,Ukraine,0
1,78,71,26,472,0,MvgKuZToPA,88,USA,1
1,806,29,17,303,1,ynRmcCIoEu,48,USA,1
1,944,24,13,669,0,xWFtVyfwEL,99,China,0
1,734,58,38,842,1,ZWAFrguGin,51,"Saudi Arabia",1
1,875,38,24,491,0,njvoVdQcON,61,Ukraine,0
0,685,96,15,660,1,xPJebLuiHo,53,USA,1
0,90,92,50,326,1,snYPNEcjHm,87,USA,1
1,541,54,9,654,1,esuFtMDBYk,44,USA,1
0,881,15,57,316,1,OVrIMpFBCA,87,France,1
0,845,78,27,374,1,lJtfAjrTNF,30,Japan,1
0,836,30,49,862,0,kpJeEslWcF,66,France,1
0,215,2,35,557,0,jDfyUvsamF,23,USA,1
0,158,54,30,151,1,ULciCnoYRT,76,"Saudi Arabia",1
0,801,92,98,855,1,GfWBeAKDRO,83,USA,1
1,555,68,98,845,0,DYXUdTySxh,18,USA,0
0,236,23,38,345,0,AQKSuajlvX,41,Japan,0
1,139,41,59,190,1,RuWvoMcXHp,6,Spain,0
0,140,53,34,606,1,zqLkQpDdIE,45,USA,1
0,631,32,51,172,1,umiNpaxLWg,24,USA,0
1,237,67,83,822,1,KqxGAWEcvp,8,Germany,0
0,339,56,67,273,0,pDUyJwqmPb,71,Spain,1
1,602,81,45,598,0,jWnqaHobVx,0,USA,1
0,400,12,40,53,1,QdkibpFmJA,62,China,0
1,59,6,94,73,0,PKLfxHqUhS,55,Japan,0
1,380,90,33,62,0,qXifQxgJYR,37,Japan,0
1,687,64,89,298,1,njSabheOCz,25,Italy,1
0,604,30,94,1,1,MdaLtAwSPp,45,USA,0
0,751,79,35,324,0,LpjgSFdqXy,47,USA,1
1,45,88,9,602,0,qHPrFvjuYw,81,Ukraine,0
1,342,52,49,161,1,btuSshOqJr,48,Polland,0
1,66,8,54,368,0,wlHXRJQMjL,11,France,0
1,803,57,94,565,1,SbYrQHBzan,91,USA,1
0,441,12,98,275,0,qLZKfImyaM,18,"Saudi Arabia",1
1,903,39,72,210,0,LXMUByhYHA,45,Spain,1
0,492,96,4,465,0,IqSsoGXlaR,32,Japan,0
1,556,17,87,240,0,EgKdtYMXFi,50,China,0
0,695,31,86,949,1,XKkPtCrnxN,23,China,0
1,509,13,76,950,0,fjCdosqYKM,85,Spain,1
1,915,59,94,884,1,ARxlIcPXiQ,27,USA,1
0,732,12,5,110,0,GbqfwTNSCv,22,Polland,0
1,237,99,69,921,1,qDOwTGlkjL,29,USA,1
1,183,1,47,43,1,iEcrWvTSOF,71,Japan,0
1,140,26,30,44,1,RqsyHaIkCF,47,China,0
1,447,63,90,281,1,EapOrxsuKv,8,USA,0
1,680,5,60,367,1,XCUvzIeHgw,60,USA,1
0,676,3,31,897,0,CmpfVnJxtg,12,China,0
0,214,24,59,393,0,zmWSaNgICE,79,Ukraine,0
0,104,7,8,62,1,aqkQexDsAu,54,Spain,0
0,606,29,93,302,0,ZihTPVrjxf,25,Japan,1
1,63,30,37,789,1,ApUuYMlthD,17,USA,1
0,594,34,92,611,0,YQSGubKLnf,96,Spain,1
0,506,65,91,330,0,LxRXrsuwWb,20,China,0
1,476,16,85,396,1,WPvAJtLQId,91,Japan,0
1,881,100,90,203,1,jslMGfAErJ,76,Ukraine,1
1,254,3,45,146,0,cIuDRoVTBG,54,Polland,0
0,764,57,46,71,0,WxIZKnybFi,35,USA,1
1,644,82,17,887,0,heDWGlXPbk,19,Japan,0
0,939,33,47,829,0,BfWCyjOzND,57,China,0
0,329,46,62,520,1,eDqOvBkrxu,38,Ukraine,1
1,290,11,79,63,0,BHwiNZVySn,63,USA,0
0,529,61,37,409,1,jFAWJLfoha,31,USA,0
0,630,26,53,373,0,GAIUVXjBem,34,"Saudi Arabia",1
0,271,35,36,710,0,JaXitpYLHv,59,USA,0
0,622,72,67,974,1,EoshqlVABg,85,Japan,0
1,800,56,89,283,1,RYbikTgtZS,52,USA,1
1,122,91,37,26,0,sJYgCSLAMZ,33,"Saudi Arabia",1
1,118,14,30,724,0,NlKzQYdFVi,52,Italy,1
0,635,37,96,885,0,yHTzMOXCKR,23,Japan,0
0,287,87,45,209,0,UcZjPYpMHn,89,Japan,1
1,219,58,47,273,0,IKjQvlziYC,13,"Saudi Arabia",1
1,693,6,33,955,1,ZyoPtEcDkX,26,China,1
1,690,43,29,720,1,odvxWLkpKG,47,USA,0
0,558,37,66,871,0,CJiNxsVGaU,63,USA,0
0,496,58,6,122,1,ktvNygnwuP,60,Italy,0
1,977,54,67,206,1,xwfphcHYCV,49,USA,1
1,152,36,56,149,0,aDZSPhNtTi,1,Polland,1
0,71,4,35,70,0,YDstVCGJPw,100,"Saudi Arabia",1
0,27,99,13,784,1,CMgDhFNiJV,58,Japan,0
1,534,50,61,798,0,LMjHwbduQf,90,Ukraine,1
0,532,48,52,799,0,AyXdvbMHZG,82,France,0
0,569,9,91,547,1,BjqkWdZpiI,93,"Saudi Arabia",1
0,436,87,82,362,1,UnoRNMXGPf,73,USA,1
0,6,23,19,600,0,iQdLMZjDSW,47,USA,1
0,390,13,87,204,1,QJZwGFtiWh,32,"Saudi Arabia",0
1,993,26,59,645,0,eqUZfzcyNT,56,USA,1
1,991,91,32,501,0,mcPpioaguO,40,Polland,0
1,782,84,49,913,0,TlexNGMJzj,46,Spain,1
1,929,44,16,479,0,DdvofxRswG,91,Italy,0
0,848,33,51,592,0,EXcqhodDLM,74,Japan,0
1,568,65,84,49,0,LpAQUyOxEj,25,Ukraine,0
0,427,61,84,232,0,BEIbhCqLVF,44,France,0
0,90,16,78,676,0,IxcDXhwQuB,89,USA,1
1,779,17,29,98,1,SvHgwtVrDB,37,China,1
0,427,61,30,517,1,fBnqvNcAyi,32,Spain,0
1,807,15,96,881,0,cNDwkjanpA,91,Ukraine,1
1,369,11,70,557,1,iQjqTwBlWA,6,Spain,0
0,448,32,57,757,0,MdhqWripek,31,"Saudi Arabia",1
1,856,25,71,281,1,sedbNtjWJH,53,Spain,0
0,559,49,16,541,1,ztiUmNfnRg,2,"Saudi Arabia",1
0,891,80,43,164,1,MLBUDIpjtq,94,Spain,0
1,925,42,50,993,1,FsJWnXdVYj,94,"Saudi Arabia",1
1,61,64,2,477,0,qZwlFmedcx,96,China,0
1,188,29,3,618,1,cPSGnWOhLp,16,USA,1
1,530,16,39,585,1,uLokKZvEgU,80,China,1
0,670,56,45,117,0,EyUQoHAlrW,89,USA,0
0,266,50,59,61,0,apslqUJbCH,35,USA,1
0,287,53,84,990,0,bOSVNoAUeG,82,Spain,0
0,47,75,0,24,0,CABhdMTkgy,37,Polland,0
0,857,19,11,114,1,oPhTHweKQb,79,Germany,0
1,962,14,7,252,1,ImBdDnhegC,6,Germany,1
0,390,96,86,905,0,hXbqFPvJem,65,USA,1
0,957,37,24,880,0,vnwYsVLeKP,96,Germany,1
0,998,27,86,545,1,zURCSMOxYv,42,USA,0
1,684,98,19,818,1,hQMvqzLCZI,0,"Saudi Arabia",1
1,375,32,82,257,1,UpiQnlOFZc,47,USA,1
0,826,91,72,439,1,pDBPrXFxuz,24,Japan,0
0,517,19,68,611,0,nmsvdMrgND,95,"Saudi Arabia",1
1,572,75,65,832,1,afJKixDWwI,52,Ukraine,1
0,958,77,20,432,1,qkQEKzZXWy,89,Ukraine,0
0,147,7,43,387,1,YqLJkNryvE,65,China,1
1,315,65,40,759,1,FoYBfeJdvR,0,Spain,0
0,273,38,43,391,1,MYNbFwnXGJ,37,"Saudi Arabia",1
1,879,75,14,828,1,rCUORYVHIN,74,USA,0
0,157,84,73,693,1,aGnhzMJTOg,56,Germany,0
1,385,51,31,945,0,JQsqTXNmUg,15,Polland,0
0,512,36,95,823,1,VeySDLEqhr,22,China,1
0,785,58,55,69,1,SrTxYoJgNu,38,China,1
1,618,85,92,823,0,ymihOIzkba,52,China,0
0,705,51,69,969,0,ucqzAekhaE,39,Germany,1
1,544,55,10,960,0,aTBMFPgCdE,20,USA,0
0,713,67,31,433,0,SdiVRDQGbj,87,USA,0
1,435,88,54,350,1,QKbFeavzlJ,0,Germany,1
0,775,24,59,929,1,ezwRTsbpKn,99,Germany,0
0,460,18,61,476,1,rkgFJQmyxY,96,Japan,0
1,464,15,13,145,1,AVSGfImYZw,87,Japan,0
0,37,93,71,931,1,wJDzFqAXHE,27,Germany,0
0,929,96,73,619,1,IisxftHBmD,8,France,1
1,820,36,30,965,0,HGYBAwxEOe,6,USA,0
1,642,18,1,380,0,aIYGiMyFrg,66,USA,1
1,152,1,25,325,1,vAyMhiPOxG,2,Japan,1
1,850,82,89,944,0,jJEPMbamgq,49,USA,1
1,850,3,6,437,0,YydibVNKES,62,Spain,1
0,194,17,31,721,1,MZQqkOdyaP,39,Polland,1
1,218,14,26,426,1,oJISfTRVgi,77,China,0
1,372,67,91,939,1,EUkKZXRryW,63,USA,1
1,829,90,11,933,0,tgZjsURVaI,95,Germany,1
1,901,55,58,728,1,ahldXgxYLp,20,Japan,1
0,40,49,95,116,1,pJGlDWavAt,25,Germany,1
1,731,32,79,855,1,jpafChYHgB,20,Italy,0
1,374,39,84,838,0,WoXqfeEYOm,30,Polland,0
1,876,38,53,927,1,OzRTWIHmVq,94,China,1
1,582,3,38,246,0,qpaPUhYKBQ,89,USA,1
