мови,комунікативної,доцільності
комунікативної,доцільності,в
доцільності,в,кожній
в,кожній,окремій
кожній,окремій,ситуації
" "," ",У
" ",У,сучасному
У,сучасному,мовознавстві
сучасному,мовознавстві,виділилися
мовознавстві,виділилися,два
виділилися,два,підходи
два,підходи,у
підходи,у,лінгвістичних
у,лінгвістичних,дослідженнях
лінгвістичних,дослідженнях,текстів
дослідженнях,текстів,функціональна
текстів,функціональна,типологія
функціональна,типологія,соціальні
типологія,соціальні,функції
соціальні,функції,й
функції,й,мета
й,мета,використання
мета,використання,текстів
використання,текстів,і
текстів,і,структурна
і,структурна,типологія
структурна,типологія,внутрішня
типологія,внутрішня,організація
внутрішня,організація,текстів
організація,текстів,М
" "," ",Р
" "," ",Львов
" ",Львов,Джерело
Львов,Джерело,
" "," ",Перший
" ",Перший,напрям
Перший,напрям,значно
напрям,значно,відтворює
значно,відтворює,традиційну
відтворює,традиційну,для
традиційну,для,риторики
для,риторики,класифікацію
риторики,класифікацію,що
класифікацію,що,зближує
що,зближує,типи
зближує,типи,мовлення
типи,мовлення,тексту
мовлення,тексту,з
тексту,з,жанрами
з,жанрами,це
жанрами,це,розповідь
це,розповідь,опис
розповідь,опис,роздум
" "," ",Інший
" ",Інший,структурний
Інший,структурний,підхід
структурний,підхід,лінгвістика
підхід,лінгвістика,тексту
лінгвістика,тексту,пов
тексту,пов,язаний
пов,язаний,з
язаний,з,виявленням
з,виявленням,вивченням
виявленням,вивченням,і
вивченням,і,моделюванням
і,моделюванням,внутрішньотекстових
моделюванням,внутрішньотекстових,зв
внутрішньотекстових,зв,язків
зв,язків,причому
язків,причому,вводиться
причому,вводиться,поняття
вводиться,поняття,компонента
поняття,компонента,тексту
компонента,тексту,абзацу
тексту,абзацу,надфразної
абзацу,надфразної,єдності
надфразної,єдності,складного
єдності,складного,синтаксичного
складного,синтаксичного,цілого
синтаксичного,цілого,тощо
цілого,тощо,
" "," ",
